filename,muscle_area_mm2,muscle_density_hu,sfat_area_mm2,vfat_area_mm2,mfat_area_mm2,total_fat_area_mm2,body_area_mm2
example.nii.gz,21453.424072265625,36.91534992598712,28315.802001953125,31614.794921875,190.53955078125,60121.136474609375,114099.21875
